актьор	и	продуцент	0.750000
който	го	е	0.333333
който	да	се	0.157895
който	да	е	0.118421
който	да	не	0.111842
който	да	бъде	0.065789
който	да	отговаря	0.026316
който	да	му	0.019737
който	да	даде	0.019737
който	да	позволява	0.019737
който	да	позволи	0.019737
който	да	ни	0.019737
който	доведе	до	0.750000
който	държавата	да	0.750000
който	е	на	0.110701
който	е	бил	0.092251
който	е	един	0.055351
който	е	от	0.029520
който	е	по	0.018450
който	е	най	0.018450
който	е	част	0.018450
който	е	готов	0.018450
който	е	сред	0.018450
който	е	собственост	0.018450
който	е	собственик	0.014760
който	е	бивш	0.011070
който	е	получил	0.011070
който	е	работил	0.011070
който	е	и	0.011070
който	е	дал	0.011070
който	е	много	0.011070
който	е	близо	0.011070
който	е	под	0.011070
който	е	председател	0.011070
който	е	починал	0.011070
който	живее	в	0.500000
който	за	първи	0.333333
който	заедно	с	0.750000
който	започна	да	0.600000
който	и	да	0.692308
който	има	за	0.055556
който	има	информация	0.055556
който	иска	да	0.761905
който	каза	че	1.000000
който	могат	да	1.000000
който	може	да	0.857143
който	можем	да	1.000000
който	му	се	0.250000
който	му	е	0.250000
който	не	е	0.269663
който	не	се	0.089888
който	не	вярва	0.044944
който	никога	не	0.600000
който	никой	не	1.000000
който	няма	да	0.307692
който	обаче	е	0.250000
който	обаче	не	0.250000
който	от	г	0.157895
който	отговаря	за	0.555556
който	отговаря	на	0.333333
който	по	думите	0.263158
който	по	късно	0.157895
който	помага	на	1.000000
който	пострада	при	0.750000
който	предстои	да	0.888889
който	през	г	0.318182
който	продължава	да	0.666667
който	работи	за	0.250000
който	са	се	0.363636
който	се	намира	0.102151
който	се	е	0.075269
който	се	очаква	0.043011
който	се	занимава	0.032258
който	се	прави	0.026882
който	се	опитва	0.026882
който	се	твърди	0.021505
който	се	нуждае	0.021505
който	се	бори	0.021505
който	се	смята	0.021505
който	се	появи	0.016129
който	се	използва	0.016129
който	смята	че	1.000000
който	също	е	0.242424
който	също	така	0.121212
който	също	се	0.090909
който	тази	година	1.000000
който	твърди	че	0.916667
който	той	ще	0.157895
който	трябва	да	0.897436
който	трябваше	да	1.000000
който	цели	да	0.857143
който	ще	се	0.255814
който	ще	бъде	0.147287
който	ще	има	0.046512
който	ще	е	0.038760
който	ще	започне	0.031008
който	ще	ви	0.031008
който	ще	продължи	0.023256
който	ще	доведе	0.023256
който	ще	работи	0.023256
кола	се	е	0.714286
колеги	и	приятели	0.571429
колкото	да	не	0.500000
колкото	е	възможно	0.333333
колкото	е	необходимо	0.333333
колкото	и	да	0.660000
колкото	може	по	0.375000
колкото	по	бързо	0.320000
колкото	се	може	0.888889
компании	в	европа	0.200000
компании	в	страната	0.150000
компании	както	и	1.000000
компании	които	са	0.310345
компании	които	се	0.103448
компании	които	да	0.103448
компании	могат	да	1.000000
компанията	да	бъде	0.214286
компанията	не	е	0.700000
компанията	обяви	че	0.750000
компанията	също	така	1.000000
контрол	на	разходите	0.120000
контрол	от	страна	0.428571
корабът	е	бил	0.600000
крайна	сметка	ще	0.101695
крайна	сметка	се	0.093220
крайна	сметка	не	0.050847
крайна	сметка	в	0.042373
крайна	сметка	това	0.033898
крайна	сметка	всичко	0.025424
крайна	сметка	за	0.025424
крайна	сметка	обаче	0.025424
крайна	сметка	е	0.025424
крайна	сметка	да	0.025424
кралица	елизабет	втора	0.800000
кратък	период	от	0.571429
края	на	годината	0.139466
края	на	г	0.112760
края	на	миналата	0.068249
края	на	юни	0.050445
края	на	март	0.043027
края	на	тази	0.040059
края	на	април	0.031157
края	на	февруари	0.029674
края	на	октомври	0.028190
края	на	септември	0.028190
края	на	месеца	0.025223
края	на	август	0.025223
края	на	декември	0.023739
края	на	юли	0.023739
края	на	седмицата	0.022255
края	на	ноември	0.020772
края	на	май	0.019288
края	на	месец	0.019288
края	на	деня	0.017804
края	на	година	0.016320
края	на	сезона	0.016320
края	на	те	0.013353
края	на	януари	0.013353
края	на	краищата	0.010386
края	на	миналия	0.010386
края	на	мача	0.008902
края	на	срещата	0.008902
края	на	втората	0.007418
края	на	първото	0.007418
края	на	този	0.007418
култура	и	на	0.300000
култура	спорт	и	1.000000
лек	автомобил	и	0.200000
лек	автомобил	форд	0.200000
лента	и	се	0.600000
лесно	да	се	0.521739
лесно	е	да	0.923077
лесно	могат	да	1.000000
лесно	може	да	1.000000
ли	ви	е	0.250000
ли	да	се	0.226415
ли	да	ни	0.075472
ли	да	има	0.056604
ли	да	ми	0.047170
ли	да	си	0.028302
ли	да	го	0.028302
ли	да	ти	0.028302
ли	е	да	0.075269
ли	е	или	0.032258
ли	е	за	0.032258
ли	е	само	0.032258
ли	е	промяната	0.032258
ли	или	няма	0.250000
ли	или	не	0.250000
ли	какво	да	0.200000
