آ	اس	رم	1.000000
امروز	در	منطقه	0.024691
امروز	در	مرکز	0.024691
امروز	در	محدوده	0.024691
امروز	در	شهر	0.024691
امروز	در	گفتگو	0.018519
امروز	در	مورد	0.018519
امروز	در	مراسم	0.018519
امروز	در	هفته	0.018519
امروز	در	جامعه	0.018519
امروز	در	ادامه	0.018519
امروز	دوشنبه	در	0.326087
امروز	دوشنبه	به	0.108696
امروز	دوشنبه	از	0.086957
امروز	دوشنبه	اعلام	0.086957
امروز	دوشنبه	دی	0.065217
امروز	سه	شنبه	0.969697
امروز	شاهد	هستیم	0.187500
امروز	شنبه	در	0.418605
امروز	شنبه	تیر	0.093023
امروز	شنبه	با	0.069767
امروز	ما	باید	0.142857
امروز	ما	در	0.142857
امروز	نسبت	به	1.000000
امروز	نفر	از	0.600000
امروز	هم	در	0.166667
امروز	هم	این	0.071429
امروز	و	فردا	0.307692
امروز	و	در	0.153846
امروز	و	با	0.076923
امروز	پس	از	1.000000
امروز	پنج	شنبه	1.000000
امروز	پنجشنبه	در	0.404762
امروز	پنجشنبه	با	0.071429
امروز	چهارشنبه	در	0.293103
امروز	چهارشنبه	با	0.086207
امروز	چهارشنبه	اعلام	0.068966
امروز	چهارشنبه	از	0.068966
امروز	چهارشنبه	طی	0.051724
امروز	چهارشنبه	ساعت	0.051724
امروز	کشور	ما	0.375000
امروز	گفت	که	0.750000
امروز	یکی	از	1.000000
امضا	خواهد	شد	0.600000
امضا	شده	است	0.176471
امضا	شده	با	0.176471
امضا	شده	و	0.176471
امضا	کرد	و	0.500000
امضا	کردند	که	0.500000
امضا	کرده	است	0.294118
امضا	کرده	که	0.176471
املاک	کشور	گفت	0.625000
امنیتی	این	کشور	0.600000
امنیتی	دو	کشور	1.000000
امنیتی	را	در	0.266667
امنیتی	رابرت	مالی	1.000000
امنیتی	و	اجتماعی	0.558824
امنیتی	و	نظامی	0.102941
امنیتی	و	اطلاعاتی	0.088235
امنیتی	و	پلیس	0.044118
امنیتی	که	در	0.500000
ان	جی	در	0.750000
انتظار	است	و	0.333333
انتظار	این	است	0.500000
انتظار	تیم	ملی	0.750000
انتظار	دارد	در	0.214286
انتظار	دارد	که	0.214286
انتظار	دارند	که	0.454545
انتظار	داریم	که	0.205128
انتظار	داریم	در	0.179487
انتظار	داریم	تا	0.076923
انتظار	داریم	به	0.076923
انتظار	داشت	که	0.764706
انتظار	داشته	باشیم	0.571429
انتظار	می	رود	0.913043
انتظار	میرفت	که	0.307692
انتظار	نخواهد	بود	1.000000
انجمن	آثار	و	1.000000
انجمن	حمایت	از	1.000000
انجمن	سرطان	آمریکا	1.000000
انجمن	قلب	آمریکا	1.000000
اندازه	کافی	از	0.138889
اندازه	کافی	به	0.083333
اندازه	کافی	برای	0.083333
انسانی	است	که	0.363636
انسانی	در	نوار	0.142857
انسانی	و	امور	0.148148
انفجار	بمب	در	0.600000
انفجار	در	یک	0.222222
انفجار	در	این	0.222222
انفجار	گاز	در	1.000000
انواع	خاصی	از	1.000000
انواع	سکه	و	0.666667
انواع	مواد	مخدر	1.000000
انکار	است	و	0.600000
انکار	کرد	که	0.600000
انگشت	اتهام	را	0.666667
اهدا	خواهد	شد	1.000000
اهدا	شده	است	0.857143
اهل	خانه	به	0.750000
اهمیت	آن	در	0.500000
اهمیت	است	که	0.318182
اهمیت	است	و	0.318182
اهمیت	این	موضوع	0.166667
اهمیت	این	سفر	0.166667
اهمیت	بالای	این	0.750000
اهمیت	بسیار	زیادی	0.600000
اهمیت	بسیاری	دارد	0.600000
اهمیت	بیشتری	پیدا	0.333333
اهمیت	توجه	به	1.000000
اهمیت	دارد	و	0.200000
اهمیت	دارد	که	0.200000
اهمیت	زیادی	دارد	0.583333
اهمیت	زیادی	برای	0.125000
اهمیت	و	جایگاه	0.750000
اهمیت	ویژه	ای	0.625000
اهمیت	پیدا	میکند	0.666667
اولین	بار	در	0.375000
اولین	بار	از	0.079545
اولین	بار	به	0.079545
اولین	بار	نیست	0.045455
اولین	بار	است	0.039773
اولین	باری	است	0.300000
اولین	باری	که	0.300000
اولین	بازی	خود	0.318182
اولین	جلسه	دادگاه	0.666667
اولین	دوره	مسابقات	0.800000
اولین	روز	از	0.454545
اولین	چیزی	که	1.000000
اولین	کسانی	بود	0.375000
اولین	کسی	که	0.625000
اولین	کسی	بود	0.375000
اولین	گام	در	0.300000
اولین	گروه	از	0.750000
اولیه	خود	را	0.461538
اولیه	را	انجام	0.208333
اولیه	مشخص	شد	1.000000
اون	رهبر	کره	1.000000
ایالات	متحده	در	0.133803
ایالات	متحده	آمریکا	0.126761
ایالات	متحده	و	0.126761
ایالات	متحده	به	0.042254
ایالات	متحده	را	0.035211
ایالات	متحده	است	0.035211
ایالات	متحده	از	0.024648
ایالات	متحده	که	0.024648
ایالات	متحده	برای	0.017606
ایالات	متحده	با	0.017606
ایالات	متحده	همچنان	0.014085
ایالات	متحده	انجام	0.014085
ایالات	متحده	وجود	0.010563
ایالات	متحده	می	0.010563
ایالات	متحده	گفت	0.010563
ایستگاه	راه	آهن	1.000000
ایستگاه	فضایی	بین	0.357143
ایم	و	به	0.136364
ایمان	به	خدا	0.571429
ایمان	و	امید	0.411765
ایمان	و	عمل	0.176471
اینطور	باشد	که	0.600000
اینطور	به	نظر	0.666667
اینطور	بیان	کرد	1.000000
اینطور	نیست	که	0.923077
اینکار	را	انجام	0.571429
باخبر	شدیم	که	1.000000
بار	آورده	است	0.833333
بار	از	زمان	0.227273
بار	از	سال	0.227273
بار	است	که	0.866667
بار	برای	همیشه	0.428571
بار	بعد	از	1.000000
بار	به	عنوان	0.055556
بار	به	صورت	0.055556
بار	به	این	0.055556
بار	در	سال	0.187970
بار	در	تاریخ	0.082707
بار	در	کشور	0.067669
بار	در	روز	0.067669
بار	در	هفته	0.060150
بار	در	این	0.052632
بار	در	سطح	0.030075
بار	در	دهه	0.022556
بار	در	تابستان	0.022556
بار	در	جام	0.022556
بار	در	یک	0.022556
بار	دیگر	به	0.197531
بار	دیگر	در	0.092593
بار	دیگر	بر	0.074074
بار	دیگر	از	0.055556
بار	دیگر	با	0.043210
بار	دیگر	این	0.043210
بار	دیگر	موضوع	0.018519
بار	دیگر	شانس	0.018519
بار	دیگر	مجوز	0.018519
بار	دیگر	برای	0.018519
بار	قهرمان	جام	0.750000
بار	نیست	که	1.000000
بار	هم	به	0.238095
بار	پس	از	1.000000
بار	یکی	از	1.000000
باران	رعد	و	1.000000
باران	و	رعد	0.333333
باران	و	برف	0.300000
باز	است	و	0.333333
باز	خواهد	شد	0.461538
باز	خواهد	گشت	0.230769
باز	شد	که	0.384615
باز	شد	و	0.307692
باز	شده	است	0.583333
باز	هم	به	0.097902
باز	هم	در	0.055944
باز	هم	با	0.048951
باز	هم	باید	0.048951
باز	هم	این	0.048951
باز	هم	شاهد	0.027972
باز	هم	از	0.020979
باز	هم	شرایط	0.020979
باز	هم	آن	0.020979
باز	و	بسته	0.400000
باز	کرد	و	0.500000
باز	کرد	تا	0.375000
باز	کردن	درب	0.200000
باز	کردن	یک	0.200000
باز	کرده	است	0.333333
باز	کرده	و	0.250000
باز	کند	و	0.357143
باز	کنید	و	0.500000
بازار	آزاد	در	0.147059
بازار	آزاد	را	0.117647
بازار	آزاد	و	0.088235
بازار	است	که	0.333333
بازار	امروز	با	0.428571
بازار	املاک	و	0.750000
بازار	با	قیمت	0.500000
بازار	خبر	داد	1.000000
بازار	خرید	و	0.800000
بازار	خواهد	شد	1.000000
بازار	خواهند	شد	1.000000
بازار	خود	را	0.750000
بازار	را	با	0.150000
بازار	سرمایه	در	0.230769
بازار	سرمایه	و	0.128205
بازار	شده	است	0.714286
بازار	طلا	و	0.333333
بازار	عرضه	میکند	0.235294
بازار	عرضه	شد	0.176471
بازار	عرضه	خواهد	0.176471
بازار	مسکن	در	0.209302
بازار	مسکن	از	0.116279
بازار	نقل	و	1.000000
بازار	هزار	معامله	0.833333
بازار	و	کاهش	0.142857
بازار	وجود	دارد	0.583333
بازار	کتاب	شده	0.600000
باشند	باید	در	0.428571
باشند	تا	در	0.136364
باشند	و	از	0.101695
باشند	و	در	0.084746
باشند	و	با	0.059322
باشند	و	به	0.050847
باشند	و	این	0.042373
باشند	و	هر	0.025424
باشند	و	برای	0.025424
باشند	و	نسبت	0.025424
باشند	و	هم	0.025424
باشند	چرا	که	1.000000
باشند	که	به	0.125000
باشند	که	در	0.107143
باشند	که	برای	0.071429
باشند	که	این	0.071429
باشگاه	از	روز	0.333333
باشگاه	است	و	0.428571
باشگاه	به	توافق	0.157895
باشگاه	به	دنبال	0.157895
باشگاه	را	به	0.222222
باشگاه	را	در	0.111111
باشگاه	صنعت	نفت	1.000000
باشگاه	وجود	دارد	1.000000
باشیم	تا	در	0.300000
باشیم	تا	به	0.300000
باشیم	و	به	0.137931
باشیم	و	در	0.137931
باشیم	و	این	0.103448
باشیم	و	باید	0.051724
باشیم	چرا	که	1.000000
باشیم	که	این	0.095238
باشیم	که	در	0.095238
باقی	است	و	0.800000
باقی	خواهد	ماند	0.933333
باقی	ماند	و	0.500000
باقی	مانده	است	0.326733
باقی	مانده	در	0.108911
باقی	مانده	از	0.069307
باقی	مانده	و	0.069307
باقی	مانده	بود	0.069307
باقی	مانده	که	0.059406
باقی	مانده	تا	0.029703
باقی	مانده	به	0.029703
باقی	می	ماند	0.750000
باقی	نخواهد	ماند	1.000000
باقی	نمی	ماند	0.750000
بالای	درصد	در	0.187500
بالای	دروازه	به	0.666667
بالای	دلار	در	0.375000
بالای	سال	سن	0.131579
بالای	سال	است	0.105263
بالای	سر	او	0.136364
بالای	سر	برد	0.136364
بالای	صفر	و	0.357143
بالای	صفر	به	0.214286
بالای	هزار	دلار	0.333333
بالای	هزار	نفر	0.250000
بالای	یک	میلیون	0.571429
بالغ	بر	هزار	0.410959
بالغ	بر	درصد	0.123288
بالغ	بر	میلیون	0.095890
بالغ	بر	نفر	0.041096
بالغ	بر	سال	0.041096
بالغ	بر	سه	0.041096
بالغ	بر	تن	0.041096
باید	آن	را	0.906250
باید	آنها	را	1.000000
باید	ابتدا	به	0.300000
باید	اجرا	شود	1.000000
باید	ادامه	داشته	1.000000
باید	از	این	0.139241
باید	از	طریق	0.042194
باید	از	آنها	0.033755
باید	از	همه	0.033755
باید	از	مصرف	0.029536
باید	از	آن	0.025316
باید	از	بین	0.025316
باید	از	همین	0.021097
باید	از	تمام	0.016878
باید	از	لحاظ	0.012658
باید	از	هر	0.012658
باید	از	او	0.012658
باید	از	قانون	0.012658
باید	از	یک	0.012658
باید	از	ابتدا	0.012658
باید	از	خود	0.012658
باید	از	مسیر	0.012658
باید	از	شرایط	0.012658
باید	از	فرصت	0.012658
باید	اشاره	کرد	0.500000
باید	اصلاح	شود	0.714286
باید	افزایش	پیدا	1.000000
باید	اقدام	به	0.600000
باید	انجام	شود	0.592593
باید	انجام	دهد	0.222222
باید	او	را	1.000000
باید	این	را	0.086957
باید	این	موضوع	0.086957
باید	این	نکته	0.065217
باید	این	مشکل	0.043478
باید	این	مسائل	0.032609
باید	این	مشکلات	0.032609
باید	اینها	را	0.500000
باید	با	آن	0.055944
باید	با	توجه	0.048951
باید	با	دقت	0.048951
باید	با	این	0.041958
باید	با	همکاری	0.034965
باید	با	تمام	0.027972
باید	با	در	0.020979
باید	با	تیم	0.020979
باید	با	مشکلات	0.020979
باید	با	استفاده	0.020979
باید	با	اقدامات	0.020979
باید	ببینیم	آیا	0.176471
باید	بر	اساس	0.500000
باید	برای	این	0.093750
باید	برای	آنها	0.072917
باید	برای	آن	0.062500
باید	برای	رسیدن	0.052083
باید	برای	رفع	0.052083
باید	برای	هر	0.041667
باید	برای	مقابله	0.031250
باید	برای	توسعه	0.031250
باید	بررسی	شود	0.444444
باید	بعد	از	1.000000
باید	به	این	0.094763
باید	به	آن	0.094763
باید	به	صورت	0.057357
باید	به	سمت	0.042394
باید	به	دنبال	0.034913
باید	به	طور	0.029925
باید	به	فکر	0.024938
باید	به	آنها	0.022444
باید	به	دقت	0.012469
باید	به	جای	0.012469
باید	به	وظیفه	0.012469
باید	به	یک	0.012469
باید	به	موضوع	0.012469
باید	به	مردم	0.012469
باید	به	او	0.012469
باید	به	کار	0.012469
باید	به	خوبی	0.009975
باید	به	همه	0.009975
باید	به	عنوان	0.009975
باید	به	هر	0.007481
باید	به	درستی	0.007481
باید	به	شما	0.007481
باید	به	دولت	0.007481
باید	به	تیم	0.007481
باید	به	خاطر	0.007481
باید	به	اندازه	0.007481
باید	به	منظور	0.007481
باید	به	روز	0.007481
باید	به	سرعت	0.007481
باید	به	ما	0.007481
باید	بیش	از	1.000000
باید	بیشتر	از	0.200000
باید	بین	تا	0.600000
باید	تا	پایان	0.321429
باید	تغییر	کند	0.600000
باید	تلاش	کنیم	0.393939
باید	تلاش	کند	0.151515
باید	تلاش	کرد	0.121212
باید	تلاش	شود	0.090909
باید	تمام	تلاش	0.625000
باید	توجه	داشت	0.440000
باید	توجه	داشته	0.200000
باید	توجه	کرد	0.100000
باید	جدی	گرفته	0.571429
باید	حفظ	شود	0.666667
باید	حل	شود	0.875000
باید	خود	را	0.875000
باید	خیلی	زودتر	0.333333
باید	داشته	باشد	0.600000
باید	در	این	0.117284
باید	در	نظر	0.055556
باید	در	یک	0.027778
باید	در	کنار	0.024691
باید	در	همه	0.021605
باید	در	مورد	0.021605
باید	در	طول	0.018519
باید	در	برنامه	0.018519
باید	در	جامعه	0.018519
باید	در	خدمت	0.018519
باید	در	دستور	0.018519
باید	در	انتخابات	0.015432
باید	در	هر	0.015432
باید	در	خصوص	0.015432
باید	در	چند	0.012346
باید	در	سال	0.012346
باید	در	شرایط	0.012346
باید	در	زمان	0.012346
باید	در	اختیار	0.012346
باید	در	زمینه	0.009259
باید	در	آن	0.009259
باید	در	بحث	0.009259
باید	در	جهت	0.009259
باید	در	دادگاه	0.009259
باید	در	خانه	0.009259
باید	در	قالب	0.009259
باید	در	برابر	0.009259
باید	در	سطح	0.009259
باید	در	حوزه	0.009259
باید	دست	به	0.687500
باید	دقت	کنیم	0.272727
